copy,copy,copy,copy,,,
5205.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-grams-average,200.36,,,,
5205.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-grams-cv,0,,,,
5205.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-grams-min,200.36,,,,
5205.9,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-grams-max,200.36,,,,
5205.9,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-samples-start-time,1782312498,,,,
5206,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-samples-duration,9.79,,,,
5206.1,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-samples-count,50,,,,
5277.3,MeasurementType.INIT-200.0-ul-channel_1-trial-9-celsius-pipette,27.24,,,,
5277.4,MeasurementType.INIT-200.0-ul-channel_1-trial-9-humidity-pipette,37.86,,,,
5277.4,MeasurementType.INIT-200.0-ul-channel_1-trial-9-celsius-air,21.5,,,,
5277.5,MeasurementType.INIT-200.0-ul-channel_1-trial-9-humidity-air,48.4,,,,
5277.6,MeasurementType.INIT-200.0-ul-channel_1-trial-9-pascals-air,1000,,,,
5277.7,MeasurementType.INIT-200.0-ul-channel_1-trial-9-celsius-liquid,25,,,,
5277.7,MeasurementType.INIT-200.0-ul-channel_1-trial-9-grams-average,200.35,,,,
5277.8,MeasurementType.INIT-200.0-ul-channel_1-trial-9-grams-cv,0,,,,
5277.9,MeasurementType.INIT-200.0-ul-channel_1-trial-9-grams-min,200.35,,,,
5277.9,MeasurementType.INIT-200.0-ul-channel_1-trial-9-grams-max,200.35,,,,
5278,MeasurementType.INIT-200.0-ul-channel_1-trial-9-samples-start-time,1782312570,,,,
5278.1,MeasurementType.INIT-200.0-ul-channel_1-trial-9-samples-duration,9.8,,,,
5278.2,MeasurementType.INIT-200.0-ul-channel_1-trial-9-samples-count,50,,,,
5311.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-celsius-pipette,27.26,,,,
5311.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-humidity-pipette,37.88,,,,
5311.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-celsius-air,21.5,,,,
5311.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-humidity-air,48.2,,,,
5311.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-pascals-air,1000,,,,
5311.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-celsius-liquid,25,,,,
5311.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-grams-average,181.15,,,,
5311.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-grams-cv,0,,,,
5311.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-grams-min,181.15,,,,
5311.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-grams-max,181.15,,,,
5311.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-samples-start-time,1782312606,,,,
5312,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-samples-duration,7.94,,,,
5312.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-9-samples-count,41,,,,
5345.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-celsius-pipette,27.26,,,,
5345.9,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-humidity-pipette,37.93,,,,
5346,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-celsius-air,21.5,,,,
5346,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-humidity-air,48.1,,,,
5346.1,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-pascals-air,1000,,,,
5346.2,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-celsius-liquid,25,,,,
5346.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-grams-average,200.33,,,,
5346.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-grams-cv,0,,,,
5346.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-grams-min,200.33,,,,
5346.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-grams-max,200.33,,,,
5346.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-samples-start-time,1782312639,,,,
5346.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-samples-duration,9,,,,
5346.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-9-samples-count,44,,,,
313.8,MEASUREMENTS_END,,,,,
1601.4,_____________,,,,,
1601.4,ENCODER_START,,,,,
1601.4,encoder-volume-1.0-channel_0-trial-1-start-target,68.5,,,,
1601.5,encoder-volume-1.0-channel_0-trial-1-start-encoder,68.5,,,,
1601.6,encoder-volume-1.0-channel_0-trial-1-start-drift,0,,,,
1601.6,encoder-volume-1.0-channel_0-trial-1-end-target,68.01,,,,
1601.7,encoder-volume-1.0-channel_0-trial-1-end-encoder,68.02,,,,
1601.8,encoder-volume-1.0-channel_0-trial-1-end-drift,0,,,,
1733.2,encoder-volume-1.0-channel_0-trial-2-start-target,68.5,,,,
1733.3,encoder-volume-1.0-channel_0-trial-2-start-encoder,68.5,,,,
1733.3,encoder-volume-1.0-channel_0-trial-2-start-drift,0,,,,
1733.4,encoder-volume-1.0-channel_0-trial-2-end-target,68.01,,,,
1733.4,encoder-volume-1.0-channel_0-trial-2-end-encoder,68.02,,,,
1733.5,encoder-volume-1.0-channel_0-trial-2-end-drift,0,,,,
1858.2,encoder-volume-1.0-channel_0-trial-3-start-target,68.5,,,,
1858.3,encoder-volume-1.0-channel_0-trial-3-start-encoder,68.5,,,,
1858.3,encoder-volume-1.0-channel_0-trial-3-start-drift,0,,,,
1858.4,encoder-volume-1.0-channel_0-trial-3-end-target,68.01,,,,
1858.4,encoder-volume-1.0-channel_0-trial-3-end-encoder,68.02,,,,
1858.5,encoder-volume-1.0-channel_0-trial-3-end-drift,0,,,,
1989.6,encoder-volume-1.0-channel_0-trial-4-start-target,68.5,,,,
1989.7,encoder-volume-1.0-channel_0-trial-4-start-encoder,68.5,,,,
1989.8,encoder-volume-1.0-channel_0-trial-4-start-drift,0,,,,
1989.8,encoder-volume-1.0-channel_0-trial-4-end-target,68.01,,,,
1989.9,encoder-volume-1.0-channel_0-trial-4-end-encoder,68.02,,,,
1989.9,encoder-volume-1.0-channel_0-trial-4-end-drift,0,,,,
2117.1,encoder-volume-1.0-channel_0-trial-5-start-target,68.5,,,,
2117.1,encoder-volume-1.0-channel_0-trial-5-start-encoder,68.5,,,,
2117.2,encoder-volume-1.0-channel_0-trial-5-start-drift,0,,,,
2117.2,encoder-volume-1.0-channel_0-trial-5-end-target,68.01,,,,
2117.3,encoder-volume-1.0-channel_0-trial-5-end-encoder,68.01,,,,
2117.4,encoder-volume-1.0-channel_0-trial-5-end-drift,0,,,,
2244.2,encoder-volume-1.0-channel_0-trial-6-start-target,68.5,,,,
2244.2,encoder-volume-1.0-channel_0-trial-6-start-encoder,68.5,,,,
2244.3,encoder-volume-1.0-channel_0-trial-6-start-drift,0,,,,
2244.4,encoder-volume-1.0-channel_0-trial-6-end-target,68.01,,,,
2244.4,encoder-volume-1.0-channel_0-trial-6-end-encoder,68.02,,,,
2244.5,encoder-volume-1.0-channel_0-trial-6-end-drift,0,,,,
2378.1,encoder-volume-1.0-channel_0-trial-7-start-target,68.5,,,,
2378.2,encoder-volume-1.0-channel_0-trial-7-start-encoder,68.5,,,,
2378.3,encoder-volume-1.0-channel_0-trial-7-start-drift,0,,,,
2378.4,encoder-volume-1.0-channel_0-trial-7-end-target,68.01,,,,
2378.4,encoder-volume-1.0-channel_0-trial-7-end-encoder,68.02,,,,
2378.5,encoder-volume-1.0-channel_0-trial-7-end-drift,0,,,,
2511,encoder-volume-1.0-channel_0-trial-8-start-target,68.5,,,,
2511,encoder-volume-1.0-channel_0-trial-8-start-encoder,68.5,,,,
2511.1,encoder-volume-1.0-channel_0-trial-8-start-drift,0,,,,
2511.1,encoder-volume-1.0-channel_0-trial-8-end-target,68.01,,,,
2511.2,encoder-volume-1.0-channel_0-trial-8-end-encoder,68.02,,,,
2511.3,encoder-volume-1.0-channel_0-trial-8-end-drift,0,,,,
2642.5,encoder-volume-1.0-channel_0-trial-9-start-target,68.5,,,,
2642.6,encoder-volume-1.0-channel_0-trial-9-start-encoder,68.5,,,,
2642.6,encoder-volume-1.0-channel_0-trial-9-start-drift,0,,,,
2642.7,encoder-volume-1.0-channel_0-trial-9-end-target,68.01,,,,
2642.8,encoder-volume-1.0-channel_0-trial-9-end-encoder,68.02,,,,
2642.8,encoder-volume-1.0-channel_0-trial-9-end-drift,0,,,,
2835.8,encoder-volume-50.0-channel_0-trial-1-start-target,68.5,,,,
2835.9,encoder-volume-50.0-channel_0-trial-1-start-encoder,68.5,,,,
2835.9,encoder-volume-50.0-channel_0-trial-1-start-drift,0,,,,
2836,encoder-volume-50.0-channel_0-trial-1-end-target,51.61,,,,
2836.1,encoder-volume-50.0-channel_0-trial-1-end-encoder,51.62,,,,
2836.1,encoder-volume-50.0-channel_0-trial-1-end-drift,0,,,,
2977,encoder-volume-50.0-channel_0-trial-2-start-target,68.5,,,,
2977.1,encoder-volume-50.0-channel_0-trial-2-start-encoder,68.5,,,,
2977.2,encoder-volume-50.0-channel_0-trial-2-start-drift,0,,,,
2977.2,encoder-volume-50.0-channel_0-trial-2-end-target,51.61,,,,
2977.3,encoder-volume-50.0-channel_0-trial-2-end-encoder,51.62,,,,
2977.3,encoder-volume-50.0-channel_0-trial-2-end-drift,0,,,,
3112,encoder-volume-50.0-channel_0-trial-3-start-target,68.5,,,,
3112,encoder-volume-50.0-channel_0-trial-3-start-encoder,68.5,,,,
3112.1,encoder-volume-50.0-channel_0-trial-3-start-drift,0,,,,
3112.2,encoder-volume-50.0-channel_0-trial-3-end-target,51.61,,,,
3112.3,encoder-volume-50.0-channel_0-trial-3-end-encoder,51.62,,,,
3112.3,encoder-volume-50.0-channel_0-trial-3-end-drift,0,,,,
3253,encoder-volume-50.0-channel_0-trial-4-start-target,68.5,,,,
3253.1,encoder-volume-50.0-channel_0-trial-4-start-encoder,68.5,,,,
3253.1,encoder-volume-50.0-channel_0-trial-4-start-drift,0,,,,
3253.2,encoder-volume-50.0-channel_0-trial-4-end-target,51.61,,,,
3253.2,encoder-volume-50.0-channel_0-trial-4-end-encoder,51.62,,,,
3253.3,encoder-volume-50.0-channel_0-trial-4-end-drift,0,,,,
3389.6,encoder-volume-50.0-channel_0-trial-5-start-target,68.5,,,,
3389.6,encoder-volume-50.0-channel_0-trial-5-start-encoder,68.5,,,,
3389.7,encoder-volume-50.0-channel_0-trial-5-start-drift,0,,,,
3389.8,encoder-volume-50.0-channel_0-trial-5-end-target,51.61,,,,
3389.8,encoder-volume-50.0-channel_0-trial-5-end-encoder,51.62,,,,
3389.9,encoder-volume-50.0-channel_0-trial-5-end-drift,0,,,,
3525.4,encoder-volume-50.0-channel_0-trial-6-start-target,68.5,,,,
3525.5,encoder-volume-50.0-channel_0-trial-6-start-encoder,68.5,,,,
3525.6,encoder-volume-50.0-channel_0-trial-6-start-drift,0,,,,
3525.6,encoder-volume-50.0-channel_0-trial-6-end-target,51.61,,,,
3525.7,encoder-volume-50.0-channel_0-trial-6-end-encoder,51.62,,,,
3525.8,encoder-volume-50.0-channel_0-trial-6-end-drift,0,,,,
3668.7,encoder-volume-50.0-channel_0-trial-7-start-target,68.5,,,,
3668.8,encoder-volume-50.0-channel_0-trial-7-start-encoder,68.5,,,,
3668.9,encoder-volume-50.0-channel_0-trial-7-start-drift,0,,,,
3668.9,encoder-volume-50.0-channel_0-trial-7-end-target,51.61,,,,
3669,encoder-volume-50.0-channel_0-trial-7-end-encoder,51.62,,,,
3669.1,encoder-volume-50.0-channel_0-trial-7-end-drift,0,,,,
3810.7,encoder-volume-50.0-channel_0-trial-8-start-target,68.5,,,,
3810.8,encoder-volume-50.0-channel_0-trial-8-start-encoder,68.5,,,,
3811,encoder-volume-50.0-channel_0-trial-8-start-drift,0,,,,
3811.1,encoder-volume-50.0-channel_0-trial-8-end-target,51.61,,,,
3811.2,encoder-volume-50.0-channel_0-trial-8-end-encoder,51.62,,,,
3811.2,encoder-volume-50.0-channel_0-trial-8-end-drift,0,,,,
3951.4,encoder-volume-50.0-channel_0-trial-9-start-target,68.5,,,,
3951.4,encoder-volume-50.0-channel_0-trial-9-start-encoder,68.5,,,,
3951.5,encoder-volume-50.0-channel_0-trial-9-start-drift,0,,,,
3951.6,encoder-volume-50.0-channel_0-trial-9-end-target,51.61,,,,
3951.7,encoder-volume-50.0-channel_0-trial-9-end-encoder,51.62,,,,
3951.8,encoder-volume-50.0-channel_0-trial-9-end-drift,0,,,,
4242.6,encoder-volume-200.0-channel_0-trial-1-start-target,68.5,,,,
4242.7,encoder-volume-200.0-channel_0-trial-1-start-encoder,68.5,,,,
4242.8,encoder-volume-200.0-channel_0-trial-1-start-drift,0,,,,
4242.8,encoder-volume-200.0-channel_0-trial-1-end-target,2.11,,,,
4242.9,encoder-volume-200.0-channel_0-trial-1-end-encoder,2.11,,,,
4243,encoder-volume-200.0-channel_0-trial-1-end-drift,0,,,,
4385.2,encoder-volume-200.0-channel_0-trial-2-start-target,68.5,,,,
4385.3,encoder-volume-200.0-channel_0-trial-2-start-encoder,68.5,,,,
4385.4,encoder-volume-200.0-channel_0-trial-2-start-drift,0,,,,
4385.5,encoder-volume-200.0-channel_0-trial-2-end-target,2.11,,,,
4385.5,encoder-volume-200.0-channel_0-trial-2-end-encoder,2.11,,,,
4385.6,encoder-volume-200.0-channel_0-trial-2-end-drift,0,,,,
4521.3,encoder-volume-200.0-channel_0-trial-3-start-target,68.5,,,,
4521.4,encoder-volume-200.0-channel_0-trial-3-start-encoder,68.5,,,,
4521.4,encoder-volume-200.0-channel_0-trial-3-start-drift,0,,,,
4521.5,encoder-volume-200.0-channel_0-trial-3-end-target,2.11,,,,
4521.6,encoder-volume-200.0-channel_0-trial-3-end-encoder,2.11,,,,
4521.7,encoder-volume-200.0-channel_0-trial-3-end-drift,0,,,,
4664.1,encoder-volume-200.0-channel_0-trial-4-start-target,68.5,,,,
4664.2,encoder-volume-200.0-channel_0-trial-4-start-encoder,68.5,,,,
4664.3,encoder-volume-200.0-channel_0-trial-4-start-drift,0,,,,
4664.4,encoder-volume-200.0-channel_0-trial-4-end-target,2.11,,,,
4664.5,encoder-volume-200.0-channel_0-trial-4-end-encoder,2.11,,,,
4664.5,encoder-volume-200.0-channel_0-trial-4-end-drift,0,,,,
4803.5,encoder-volume-200.0-channel_0-trial-5-start-target,68.5,,,,
4803.6,encoder-volume-200.0-channel_0-trial-5-start-encoder,68.5,,,,
4803.6,encoder-volume-200.0-channel_0-trial-5-start-drift,0,,,,
4803.7,encoder-volume-200.0-channel_0-trial-5-end-target,2.11,,,,
4803.8,encoder-volume-200.0-channel_0-trial-5-end-encoder,2.11,,,,
4803.8,encoder-volume-200.0-channel_0-trial-5-end-drift,0,,,,
4941.3,encoder-volume-200.0-channel_0-trial-6-start-target,68.5,,,,
4941.4,encoder-volume-200.0-channel_0-trial-6-start-encoder,68.5,,,,
4941.5,encoder-volume-200.0-channel_0-trial-6-start-drift,0,,,,
4941.5,encoder-volume-200.0-channel_0-trial-6-end-target,2.11,,,,
4941.6,encoder-volume-200.0-channel_0-trial-6-end-encoder,2.11,,,,
4941.7,encoder-volume-200.0-channel_0-trial-6-end-drift,0,,,,
5086.8,encoder-volume-200.0-channel_0-trial-7-start-target,68.5,,,,
5086.9,encoder-volume-200.0-channel_0-trial-7-start-encoder,68.5,,,,
5087,encoder-volume-200.0-channel_0-trial-7-start-drift,0,,,,
5087,encoder-volume-200.0-channel_0-trial-7-end-target,2.11,,,,
5087.1,encoder-volume-200.0-channel_0-trial-7-end-encoder,2.11,,,,
5087.2,encoder-volume-200.0-channel_0-trial-7-end-drift,0,,,,
5231,encoder-volume-200.0-channel_0-trial-8-start-target,68.5,,,,
5231.1,encoder-volume-200.0-channel_0-trial-8-start-encoder,68.5,,,,
5231.2,encoder-volume-200.0-channel_0-trial-8-start-drift,0,,,,
5231.2,encoder-volume-200.0-channel_0-trial-8-end-target,2.11,,,,
5231.3,encoder-volume-200.0-channel_0-trial-8-end-encoder,2.11,,,,
5231.4,encoder-volume-200.0-channel_0-trial-8-end-drift,0,,,,
5373.2,encoder-volume-200.0-channel_0-trial-9-start-target,68.5,,,,
5373.3,encoder-volume-200.0-channel_0-trial-9-start-encoder,68.5,,,,
5373.4,encoder-volume-200.0-channel_0-trial-9-start-drift,0,,,,
5373.5,encoder-volume-200.0-channel_0-trial-9-end-target,2.11,,,,
5373.5,encoder-volume-200.0-channel_0-trial-9-end-encoder,2.11,,,,
5373.6,encoder-volume-200.0-channel_0-trial-9-end-drift,0,,,,
1601.4,ENCODER_END,,,,,
8,____________________,,,,,
8,RUNTIME_PARAMS_START,,,,,
8,name,gravimetric-ot3-p200-96,,,,
8,increment,FALSE,,,,
8.1,mount,left,,,,
8.1,pipette,200,96,,,
8.2,tips,50,200,,,
8.2,trials,9,,,,
8.3,return_tip,TRUE,,,,
8.3,touch_tip,FALSE,,,,
8.4,liquid,water,Deionized water,,,
8.4,tipracks_20ul,,,,,
8.4,tipracks_50ul,D2,D3,,,
8.5,tipracks_200ul,D2,D3,,,
8.5,tipracks_1000ul,,,,,
8.6,labware_on_scale,nest_1_reservoir_195ml,A1,,,
8.6,slot_scale,C1,,,,
8.7,volumes_to_test_20ul,,,,,
8.7,volumes_to_test_50ul,1,50,,,
8.8,volumes_to_test_200ul,200,,,,
8.8,volumes_to_test_1000ul,,,,,
8.9,extra_volumes_to_test_20ul,,,,,
8.9,extra_volumes_to_test_50ul,,,,,
9,extra_volumes_to_test_200ul,,,,,
9.1,extra_volumes_to_test_1000ul,,,,,
9.1,blank_trials,10,,,,
9.2,scale_delay,10,,,,
9.2,submerge_depth,-3,,,,
9.3,is_extra,FALSE,,,,
9.3,retract_discontinuity,20,,,,
9.3,disc_ver_cuttoff,31,,,,
9.4,gantry_speed,40,,,,
9.5,lld_every_tip,FALSE,,,,
9.5,single_tip_96,FALSE,,,,
9.6,multi_channels_to_test,NA,,,,
9.7,cavity_test,FALSE,,,,
9.7,touch_blank,FALSE,,,,
9.8,liquid_class_test,FALSE,,,,
9.8,fail_early,TRUE,,,,
8,RUNTIME_PARAMS_END,,,,,
