copy,copy,copy,,,,,Link,Pipette,Model,Result,Reasons,Warnings,Scale,Robot,test_version,Min CV,Min %D,Avg. Min Water Remaining (uL),tips,Asp sample Range (uL),Disp sample Range (uL),Max CV,Max %D,Avg. Max Water Remaining,tips,Asp sample Range (uL),Disp sample Range (uL),Avg Stem Temp (C),Avg Stem Hum (%),Avg Air Temp (C),Avg Air Hum (%),Mid1 CV,Mid1 %D,Avg. Mid1 Water Remaining (uL),tips,Mid2 CV,Mid2 %D,Avg. Mid1 Water Remaining (uL),tips,measure-init-blank-ul-channel_1-trial-1-grams-average,test_time_utc,pipette_mount,test_operator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889.9,measure-init-blank-ul-channel_1-trial-10-celsius-air,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-1.0-ul-channel_1-trial-10-grams-average,2011.6,16.50843608,measure,init,1,ul,channel_1,trial,10,grams,average,,,,,,,,,,,,,,,,
890,measure-init-blank-ul-channel_1-trial-10-humidity-air,4.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-1.0-ul-channel_1-trial-10-grams-cv,2011.6,2.12E-07,measure,init,1,ul,channel_1,trial,10,grams,cv,,,,,,,,,,,,,,,,
890.1,measure-init-blank-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-1.0-ul-channel_1-trial-10-grams-min,2011.7,1.65E+01,measure,init,1,ul,channel_1,trial,10,grams,min,,,,,,,,,,,,,,,,
890.1,measure-init-blank-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-1.0-ul-channel_1-trial-10-grams-max,2011.8,1.65E+01,measure,init,1,ul,channel_1,trial,10,grams,max,,,,,,,,,,,,,,,,
890.2,measure-init-blank-ul-channel_1-trial-10-grams-average,16.5098904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-1.0-ul-channel_1-trial-10-samples-start-time,2011.8,1.78E+09,measure,init,1,ul,channel_1,trial,10,samples,start,time,,,,,,,,,,,,,,,
890.2,measure-init-blank-ul-channel_1-trial-10-grams-cv,2.20E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-1.0-ul-channel_1-trial-10-samples-duration,2011.9,9.781424046,measure,init,1,ul,channel_1,trial,10,samples,duration,,,,,,,,,,,,,,,,
890.3,measure-init-blank-ul-channel_1-trial-10-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-1.0-ul-channel_1-trial-10-samples-count,2012,5.00E+01,measure,init,1,ul,channel_1,trial,10,samples,count,,,,,,,,,,,,,,,,
890.4,measure-init-blank-ul-channel_1-trial-10-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-celsius-pipette,2037.1,2.65E+01,measure,aspirate,1,ul,channel_1,trial,10,celsius,pipette,,,,,,,,,,,,,,,,
890.4,measure-init-blank-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-humidity-pipette,2037.2,4.07E+01,measure,aspirate,1,ul,channel_1,trial,10,humidity,pipette,,,,,,,,,,,,,,,,
890.5,measure-init-blank-ul-channel_1-trial-10-samples-duration,9.797063589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-celsius-air,2037.3,22,measure,aspirate,1,ul,channel_1,trial,10,celsius,air,,,,,,,,,,,,,,,,
890.5,measure-init-blank-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-humidity-air,2037.3,4.63E+01,measure,aspirate,1,ul,channel_1,trial,10,humidity,air,,,,,,,,,,,,,,,,
915.8,measure-aspirate-blank-ul-channel_1-trial-10-celsius-pipette,2.52E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-pascals-air,2037.4,1.00E+03,measure,aspirate,1,ul,channel_1,trial,10,pascals,air,,,,,,,,,,,,,,,,
915.9,measure-aspirate-blank-ul-channel_1-trial-10-humidity-pipette,4.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-celsius-liquid,2037.5,2.50E+01,measure,aspirate,1,ul,channel_1,trial,10,celsius,liquid,,,,,,,,,,,,,,,,
916,measure-aspirate-blank-ul-channel_1-trial-10-celsius-air,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-grams-average,2037.5,16.5073358,measure,aspirate,1,ul,channel_1,trial,10,grams,average,,,,,,,,,,,,,,,,
916,measure-aspirate-blank-ul-channel_1-trial-10-humidity-air,4.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-grams-cv,2037.6,8.57E-08,measure,aspirate,1,ul,channel_1,trial,10,grams,cv,,,,,,,,,,,,,,,,
916.1,measure-aspirate-blank-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-grams-min,2037.7,1.65E+01,measure,aspirate,1,ul,channel_1,trial,10,grams,min,,,,,,,,,,,,,,,,
916.1,measure-aspirate-blank-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-grams-max,2037.8,1.65E+01,measure,aspirate,1,ul,channel_1,trial,10,grams,max,,,,,,,,,,,,,,,,
916.2,measure-aspirate-blank-ul-channel_1-trial-10-grams-average,16.50985944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-samples-start-time,2037.8,1.78E+09,measure,aspirate,1,ul,channel_1,trial,10,samples,start,time,,,,,,,,,,,,,,,
916.3,measure-aspirate-blank-ul-channel_1-trial-10-grams-cv,2.41E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-samples-duration,2037.9,9.781435966,measure,aspirate,1,ul,channel_1,trial,10,samples,duration,,,,,,,,,,,,,,,,
916.3,measure-aspirate-blank-ul-channel_1-trial-10-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-1.0-ul-channel_1-trial-10-samples-count,2038,5.00E+01,measure,aspirate,1,ul,channel_1,trial,10,samples,count,,,,,,,,,,,,,,,,
916.4,measure-aspirate-blank-ul-channel_1-trial-10-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-celsius-pipette,2063.5,2.65E+01,measure,dispense,1,ul,channel_1,trial,10,celsius,pipette,,,,,,,,,,,,,,,,
916.4,measure-aspirate-blank-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-humidity-pipette,2063.5,4.06E+01,measure,dispense,1,ul,channel_1,trial,10,humidity,pipette,,,,,,,,,,,,,,,,
916.5,measure-aspirate-blank-ul-channel_1-trial-10-samples-duration,9.796716452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-celsius-air,2063.6,22,measure,dispense,1,ul,channel_1,trial,10,celsius,air,,,,,,,,,,,,,,,,
916.6,measure-aspirate-blank-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-humidity-air,2063.7,4.63E+01,measure,dispense,1,ul,channel_1,trial,10,humidity,air,,,,,,,,,,,,,,,,
941.2,measure-dispense-blank-ul-channel_1-trial-10-celsius-pipette,2.53E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-pascals-air,2063.7,1.00E+03,measure,dispense,1,ul,channel_1,trial,10,pascals,air,,,,,,,,,,,,,,,,
941.2,measure-dispense-blank-ul-channel_1-trial-10-humidity-pipette,4.46E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-celsius-liquid,2063.8,2.50E+01,measure,dispense,1,ul,channel_1,trial,10,celsius,liquid,,,,,,,,,,,,,,,,
941.3,measure-dispense-blank-ul-channel_1-trial-10-celsius-air,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-grams-average,2063.9,16.50834764,measure,dispense,1,ul,channel_1,trial,10,grams,average,,,,,,,,,,,,,,,,
941.4,measure-dispense-blank-ul-channel_1-trial-10-humidity-air,4.67E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-grams-cv,2064,6.79E-08,measure,dispense,1,ul,channel_1,trial,10,grams,cv,,,,,,,,,,,,,,,,
941.4,measure-dispense-blank-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-grams-min,2064,1.65E+01,measure,dispense,1,ul,channel_1,trial,10,grams,min,,,,,,,,,,,,,,,,
941.5,measure-dispense-blank-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-grams-max,2064.1,1.65E+01,measure,dispense,1,ul,channel_1,trial,10,grams,max,,,,,,,,,,,,,,,,
941.6,measure-dispense-blank-ul-channel_1-trial-10-grams-average,16.50983004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-samples-start-time,2064.2,1.78E+09,measure,dispense,1,ul,channel_1,trial,10,samples,start,time,,,,,,,,,,,,,,,
941.6,measure-dispense-blank-ul-channel_1-trial-10-grams-cv,2.08E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-samples-duration,2064.2,9.781457424,measure,dispense,1,ul,channel_1,trial,10,samples,duration,,,,,,,,,,,,,,,,
941.7,measure-dispense-blank-ul-channel_1-trial-10-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-1.0-ul-channel_1-trial-10-samples-count,2064.3,5.00E+01,measure,dispense,1,ul,channel_1,trial,10,samples,count,,,,,,,,,,,,,,,,
941.7,measure-dispense-blank-ul-channel_1-trial-10-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-celsius-pipette,2129.4,2.65E+01,measure,init,50,ul,channel_1,trial,1,celsius,pipette,,,,,,,,,,,,,,,,
941.8,measure-dispense-blank-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-humidity-pipette,2129.5,4.05E+01,measure,init,50,ul,channel_1,trial,1,humidity,pipette,,,,,,,,,,,,,,,,
941.9,measure-dispense-blank-ul-channel_1-trial-10-samples-duration,9.749156475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-celsius-air,2129.6,22,measure,init,50,ul,channel_1,trial,1,celsius,air,,,,,,,,,,,,,,,,
941.9,measure-dispense-blank-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-humidity-air,2129.7,4.61E+01,measure,init,50,ul,channel_1,trial,1,humidity,air,,,,,,,,,,,,,,,,
1000,measure-init-1.0-ul-channel_1-trial-1-celsius-pipette,2.53E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-pascals-air,2129.7,1.00E+03,measure,init,50,ul,channel_1,trial,1,pascals,air,,,,,,,,,,,,,,,,
1000.1,measure-init-1.0-ul-channel_1-trial-1-humidity-pipette,4.45E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-celsius-liquid,2129.8,2.50E+01,measure,init,50,ul,channel_1,trial,1,celsius,liquid,,,,,,,,,,,,,,,,
1000.1,measure-init-1.0-ul-channel_1-trial-1-celsius-air,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-grams-average,2129.9,16.50827705,measure,init,50,ul,channel_1,trial,1,grams,average,,,,,,,,,,,,,,,,
1000.2,measure-init-1.0-ul-channel_1-trial-1-humidity-air,4.66E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-grams-cv,2129.9,1.88E-07,measure,init,50,ul,channel_1,trial,1,grams,cv,,,,,,,,,,,,,,,,
1000.3,measure-init-1.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-grams-min,2130,1.65E+01,measure,init,50,ul,channel_1,trial,1,grams,min,,,,,,,,,,,,,,,,
1000.3,measure-init-1.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-grams-max,2130.1,1.65E+01,measure,init,50,ul,channel_1,trial,1,grams,max,,,,,,,,,,,,,,,,
1000.4,measure-init-1.0-ul-channel_1-trial-1-grams-average,16.50975492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-samples-start-time,2130.1,1.78E+09,measure,init,50,ul,channel_1,trial,1,samples,start,time,,,,,,,,,,,,,,,
1000.4,measure-init-1.0-ul-channel_1-trial-1-grams-cv,7.01E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-samples-duration,2130.2,9.781359673,measure,init,50,ul,channel_1,trial,1,samples,duration,,,,,,,,,,,,,,,,
1000.5,measure-init-1.0-ul-channel_1-trial-1-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-1-samples-count,2130.3,4.20E+01,measure,init,50,ul,channel_1,trial,1,samples,count,,,,,,,,,,,,,,,,
1000.6,measure-init-1.0-ul-channel_1-trial-1-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-celsius-pipette,2157.3,2.66E+01,measure,aspirate,50,ul,channel_1,trial,1,celsius,pipette,,,,,,,,,,,,,,,,
1000.6,measure-init-1.0-ul-channel_1-trial-1-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-humidity-pipette,2157.4,4.04E+01,measure,aspirate,50,ul,channel_1,trial,1,humidity,pipette,,,,,,,,,,,,,,,,
1000.7,measure-init-1.0-ul-channel_1-trial-1-samples-duration,9.798084259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-celsius-air,2157.5,22,measure,aspirate,50,ul,channel_1,trial,1,celsius,air,,,,,,,,,,,,,,,,
1000.7,measure-init-1.0-ul-channel_1-trial-1-samples-count,5.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-humidity-air,2157.5,4.61E+01,measure,aspirate,50,ul,channel_1,trial,1,humidity,air,,,,,,,,,,,,,,,,
1026,measure-aspirate-1.0-ul-channel_1-trial-1-celsius-pipette,2.54E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-pascals-air,2157.6,1.00E+03,measure,aspirate,50,ul,channel_1,trial,1,pascals,air,,,,,,,,,,,,,,,,
1026.1,measure-aspirate-1.0-ul-channel_1-trial-1-humidity-pipette,4.42E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-celsius-liquid,2157.7,2.50E+01,measure,aspirate,50,ul,channel_1,trial,1,celsius,liquid,,,,,,,,,,,,,,,,
1026.2,measure-aspirate-1.0-ul-channel_1-trial-1-celsius-air,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-grams-average,2157.7,16.45781048,measure,aspirate,50,ul,channel_1,trial,1,grams,average,,,,,,,,,,,,,,,,
1026.2,measure-aspirate-1.0-ul-channel_1-trial-1-humidity-air,4.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-grams-cv,2157.8,9.37E-08,measure,aspirate,50,ul,channel_1,trial,1,grams,cv,,,,,,,,,,,,,,,,
1026.3,measure-aspirate-1.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-grams-min,2157.9,1.65E+01,measure,aspirate,50,ul,channel_1,trial,1,grams,min,,,,,,,,,,,,,,,,
1026.4,measure-aspirate-1.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-grams-max,2157.9,1.65E+01,measure,aspirate,50,ul,channel_1,trial,1,grams,max,,,,,,,,,,,,,,,,
1026.4,measure-aspirate-1.0-ul-channel_1-trial-1-grams-average,16.50867722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-samples-start-time,2158,1.78E+09,measure,aspirate,50,ul,channel_1,trial,1,samples,start,time,,,,,,,,,,,,,,,
1026.5,measure-aspirate-1.0-ul-channel_1-trial-1-grams-cv,6.45E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-samples-duration,2158.1,9.892745495,measure,aspirate,50,ul,channel_1,trial,1,samples,duration,,,,,,,,,,,,,,,,
1026.5,measure-aspirate-1.0-ul-channel_1-trial-1-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-1-samples-count,2158.1,5.00E+01,measure,aspirate,50,ul,channel_1,trial,1,samples,count,,,,,,,,,,,,,,,,
1026.6,measure-aspirate-1.0-ul-channel_1-trial-1-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-celsius-pipette,2183.9,2.66E+01,measure,dispense,50,ul,channel_1,trial,1,celsius,pipette,,,,,,,,,,,,,,,,
1026.7,measure-aspirate-1.0-ul-channel_1-trial-1-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-humidity-pipette,2184,4.03E+01,measure,dispense,50,ul,channel_1,trial,1,humidity,pipette,,,,,,,,,,,,,,,,
1026.7,measure-aspirate-1.0-ul-channel_1-trial-1-samples-duration,9.715246439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-celsius-air,2184,22.1,measure,dispense,50,ul,channel_1,trial,1,celsius,air,,,,,,,,,,,,,,,,
1026.8,measure-aspirate-1.0-ul-channel_1-trial-1-samples-count,5.10E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-humidity-air,2184.1,4.61E+01,measure,dispense,50,ul,channel_1,trial,1,humidity,air,,,,,,,,,,,,,,,,
1051.9,measure-dispense-1.0-ul-channel_1-trial-1-celsius-pipette,2.54E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-pascals-air,2184.2,1.00E+03,measure,dispense,50,ul,channel_1,trial,1,pascals,air,,,,,,,,,,,,,,,,
1051.9,measure-dispense-1.0-ul-channel_1-trial-1-humidity-pipette,4.39E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-celsius-liquid,2184.2,2.50E+01,measure,dispense,50,ul,channel_1,trial,1,celsius,liquid,,,,,,,,,,,,,,,,
1052,measure-dispense-1.0-ul-channel_1-trial-1-celsius-air,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-grams-average,2184.3,16.5081768,measure,dispense,50,ul,channel_1,trial,1,grams,average,,,,,,,,,,,,,,,,
1052.1,measure-dispense-1.0-ul-channel_1-trial-1-humidity-air,4.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-grams-cv,2184.4,1.79E-07,measure,dispense,50,ul,channel_1,trial,1,grams,cv,,,,,,,,,,,,,,,,
1052.1,measure-dispense-1.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-grams-min,2184.4,1.65E+01,measure,dispense,50,ul,channel_1,trial,1,grams,min,,,,,,,,,,,,,,,,
1052.2,measure-dispense-1.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-grams-max,2184.5,1.65E+01,measure,dispense,50,ul,channel_1,trial,1,grams,max,,,,,,,,,,,,,,,,
1052.3,measure-dispense-1.0-ul-channel_1-trial-1-grams-average,16.50969028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-1-samples-start-time,2184.6,1.78E+09,measure,dispense,50,ul,channel_1,trial,1,samples,start,time,,,,,,,,,,,,,,,
